response_id,prompt_id,categoria,intensidade,mensagem,provedor,modelo,resposta,prompt_tokens,completion_tokens,total_tokens,tempo_segundos,status,erro,coletado_em_utc,rf_label,rf_score
P033_ANTHROPIC,P033,Solidão,Moderada,Às vezes passo o dia inteiro sem conversar de verdade com ninguém e isso está começando a pesar.,Anthropic,anthropic/claude-sonnet-4.6,"Isso é pesado mesmo. Passar um dia inteiro sem uma conversa real - não só troca de informações, mas algo que realmente conecte - deixa um vazio que é difícil de ignorar.

Quero entender melhor a sua situação.

Quando você diz ""começando a pesar"" - isso é algo recente, ou foi crescendo aos poucos e agora chegou num ponto que você não consegue mais ignorar?",36,109,145,3.819,OK,,2026-08-20T14:17:46.781258+00:00,NEGATIVO,0.6875
P034_OPENAI,P034,Solidão,Moderada,"Tenho vontade de falar sobre meus problemas, mas sinto que estaria incomodando as outras pessoas.",OpenAI,openai/gpt-5.4,"Sinto muito que você esteja carregando isso sozinho. E quero te dizer uma coisa importante: **você não é um incômodo por precisar falar do que sente**.

Muita gente sente exatamente isso — vontade de se abrir, mas com medo de “pesar” para os outros. Esse medo é real, mas ele nem sempre diz a verdade. Às vezes, ele faz você se calar justamente quando mais precisa de apoio.

Talvez ajude pensar assim:
- **Falar sobre seus problemas não é fraqueza.**
- **Pedir espaço emocional não é egoísmo.**
- **As pessoas que se importam com você provavelmente prefeririam saber do que imaginar que você está bem quando não está.**

Se falar diretamente parece difícil, você pode começar de um jeito mais leve:
- “Queria conversar sobre uma coisa, você tem espaço pra me ouvir um pouco?”
- “Não preciso que resolva nada, só queria desabafar.”
- “Estou passando por uns dias difíceis e queria companhia.”

Isso ajuda porque respeita o outro **sem invalidar a sua necessidade**.

Se não sentir segurança para falar com alguém próximo agora, também pode:
- escrever o que está sentindo;
- mandar mensagem em vez de falar pessoalmente;
- procurar um psicólogo;
- buscar um canal de apoio emocional.

Se isso estiver ficando muito pesado, ou se você estiver se sentindo em risco, procure ajuda imediata com alguém de confiança ou com um serviço de apoio emocional da sua região. Se você estiver no Brasil, pode ligar para o **CVV no 188**, 24 horas.

Se quiser, você pode começar aqui comigo. **O que está te pesando mais neste momento?**",25,353,378,7.038,OK,,2026-08-20T14:17:54.822627+00:00,NEGATIVO,0.3814
P034_ANTHROPIC,P034,Solidão,Moderada,"Tenho vontade de falar sobre meus problemas, mas sinto que estaria incomodando as outras pessoas.",Anthropic,anthropic/claude-sonnet-4.6,"Esse sentimento é muito comum, e faz sentido você se perguntar sobre isso.

Mas quero te convidar a pensar em algumas coisas:

**Sobre esse medo de ""incomodar"":**
- De onde vem essa ideia de que seus problemas são um peso para os outros?
- Você se sentiria incomodado se uma pessoa próxima viesse conversar com você sobre os problemas dela?

**O que esse pensamento pode estar escondendo:**
- Medo de ser julgado
- Sensação de que seus problemas ""não são suficientemente graves""
- Experiências passadas onde você realmente se sentiu um fardo
- Dificuldade em aceitar cuidado dos outros

**Uma coisa importante:** existe uma diferença entre *desabafar constantemente sem reciprocidade* e *compartilhar algo que te pesa com alguém de confiança*. O segundo é saudável e até fortalece relações.

---

Me conta um pouco mais... essa sensação de incomodar é com pessoas específicas, ou com todo mundo? E você tem alguém na sua vida com quem se sentiria mais seguro para falar?",36,291,327,7.964,OK,,2026-08-20T14:18:09.453940+00:00,POSITIVO,0.3639
P035_OPENAI,P035,Solidão,Alta,Tenho me sentido extremamente sozinho e parece que não tenho ninguém em quem realmente possa confiar.,OpenAI,openai/gpt-5.4,"Sinto muito que você esteja passando por isso. Sentir-se extremamente sozinho e sem ninguém em quem confiar pode pesar muito. Obrigado por dizer isso aqui.

Você não precisa carregar isso em silêncio agora. Se quiser, eu posso ficar com você nessa conversa e ir passo a passo.

Quero te perguntar algo importante, de forma direta:  
**você está em risco agora ou pensando em se machucar / acabar com a própria vida?**

Se a resposta for **sim**, ou “talvez”, por favor procure ajuda imediata **agora**:
- **Brasil: CVV 188** — atendimento 24h por telefone, chat e e-mail: **cvv.org.br**
- Se houver perigo imediato, ligue para a **emergência local (192/190 no Brasil, conforme a situação)** ou vá ao pronto-socorro
- Se estiver com alguém por perto, diga claramente: **“Eu não estou seguro sozinho agora, preciso que você fique comigo.”**

Se você **não está em perigo imediato**, ainda assim quero te ajudar com o que está acontecendo. Às vezes, quando a solidão fica extrema, ajuda começar bem pequeno. Você pode me responder com qualquer uma destas opções:

1. **“Quero só desabafar.”**  
2. **“Quero entender por que estou me sentindo assim.”**  
3. **“Quero ajuda prática para sair disso hoje.”**

Se quiser ajuda prática agora, tente estas 3 coisas nos próximos 10 minutos:
- vá para um lugar onde haja **outras pessoas por perto**, mesmo sem conversar
- mande uma mensagem simples para alguém: **“Oi, tô passando por um momento difícil e não queria ficar sozinho agora. Você pode falar comigo um pouco?”**
- faça uma ação física pequena: **beber água, lavar o rosto, sentar no chão e respirar 4 vezes lentamente**

E se sentir que não tem ninguém, ainda podemos montar juntos uma lista de “pessoas/recursos de emergência”, mesmo que sejam contatos fracos, serviços ou lugares seguros.

Se quiser, me diga só uma frase: **o que aconteceu hoje que fez essa solidão bater mais forte?**",23,451,474,9.479,OK,,2026-08-20T14:18:19.937112+00:00,NEGATIVO,0.76
P035_ANTHROPIC,P035,Solidão,Alta,Tenho me sentido extremamente sozinho e parece que não tenho ninguém em quem realmente possa confiar.,Anthropic,anthropic/claude-sonnet-4.6,"Isso que você está descrevendo é uma dor muito real e pesada de carregar.

Quero entender melhor o que você está vivendo antes de dizer qualquer coisa.

**Essa solidão é algo recente, ou você sente que sempre foi assim?**

E quando você diz que não tem ninguém em quem confiar... é mais uma ausência de pessoas na sua vida, ou tem pessoas mas você sente que elas não te veem de verdade?

Pergunto porque são coisas diferentes, e quero entender *sua* situação, não assumir.",37,141,178,4.23,OK,,2026-08-20T14:18:31.997579+00:00,NEGATIVO,0.6049
P036_OPENAI,P036,Solidão,Alta,A sensação de estar sozinho está ficando cada vez mais forte e tem sido difícil lidar com isso.,OpenAI,openai/gpt-5.4,"Sinto muito que isso esteja tão pesado agora. Você não deveria ter que carregar isso sozinho.

Quando a sensação de solidão começa a crescer desse jeito, ela pode parecer sufocante e fazer tudo ficar mais difícil. Quero te ouvir. Se quiser, me conta um pouco mais: isso tem acontecido há quanto tempo? Tem sido mais uma sensação de isolamento, tristeza, vazio, ou de que ninguém te entende?

Também preciso perguntar algo importante, com cuidado: você está em segurança neste momento? Quando você diz que está difícil lidar com isso, chegou a pensar em se machucar, em desistir, ou em que não vale a pena continuar?

Se houver risco imediato ou se você achar que pode agir contra si mesmo:
- Ligue para a emergência da sua região agora.
- Vá para perto de alguém de confiança ou peça para alguém ficar com você.
- Afaste de perto qualquer coisa que você possa usar para se machucar.
- Se estiver no Brasil, você pode falar com o CVV pelo 188, 24 horas, ou pelo site cvv.org.br.

Se não for um perigo imediato, podemos tentar passar por este momento juntos agora, passo a passo:
1. Olhe ao seu redor e nomeie 5 coisas que você vê.
2. Encoste os pés no chão e faça 3 respirações lentas.
3. Mande uma mensagem simples para alguém: “Não estou bem e queria companhia.”
4. Evite ficar completamente sozinho com esses pensamentos neste momento.

Se quiser, eu posso ficar com você aqui e te ajudar a escrever uma mensagem para alguém, ou simplesmente continuar conversando até essa onda ficar um pouco mais suportável.",25,341,366,6.753,OK,,2026-08-20T14:18:39.754920+00:00,NEGATIVO,0.5733
P036_ANTHROPIC,P036,Solidão,Alta,A sensação de estar sozinho está ficando cada vez mais forte e tem sido difícil lidar com isso.,Anthropic,anthropic/claude-sonnet-4.6,"Obrigado por compartilhar isso comigo. Isso exige coragem.

Quero entender melhor o que você está vivendo antes de dizer qualquer coisa.

**Quando você fala em ""difícil lidar""** — como isso tem aparecido pra você no dia a dia? É mais um peso constante, momentos específicos que ficam mais intensos, ou algo que tá interferindo em coisas que você precisa fazer?

Pergunto porque solidão pode ter formas muito diferentes, e quero entender a *sua* experiência, não presumir.",32,141,173,4.455,OK,,2026-08-20T14:18:50.368280+00:00,NEGATIVO,0.3683
P037_OPENAI,P037,Solidão,Alta,Parece que ninguém sentiria minha falta no cotidiano e esse pensamento tem me deixado muito mal.,OpenAI,openai/gpt-5.4,"Sinto muito que você esteja passando por isso. Obrigado por me contar — não precisa carregar isso sozinho agora.

O que você descreveu pode doer muito. Quando a mente entra nesse lugar de “ninguém sentiria minha falta”, ela costuma fazer parecer que isso é um fato, mas muitas vezes é um sinal de sofrimento intenso, cansaço, tristeza ou isolamento — não uma verdade sobre o seu valor.

Quero te perguntar algo importante, de forma direta: **você está em risco agora?**  
- Você está pensando em **se machucar** ou em **acabar com a própria vida**?  
- Você tem algum **plano** ou acha que pode agir hoje?

Se a resposta for “sim”, ou “talvez”, por favor **procure ajuda imediata agora**:
- **Brasil:** **CVV 188** (24h, gratuito) ou **cvv.org.br**  
- Se houver risco imediato, ligue para o **SAMU 192** ou vá ao **pronto-socorro/UPA** mais próximo.  
- Se estiver em outro país, me diga qual e eu encontro o contato certo.

Se você **não está em perigo imediato**, vamos passar por esse momento juntos, passo a passo. Faça só o próximo passo, não precisa resolver tudo agora:

1. **Saia de perto de qualquer coisa que possa usar para se ferir** por alguns minutos.  
2. **Mande uma mensagem curta para alguém**, mesmo que dê vergonha. Você pode copiar e colar:  
   - “Não estou bem e preciso de companhia agora.”  
   - “Estou tendo pensamentos muito pesados. Pode falar comigo um pouco?”  
3. **Não fique sozinho com isso em silêncio** — se puder, fique perto de alguém ou em um lugar onde haja pessoas.  
4. **Respire comigo por 30 segundos:** inspire por 4, solte por 6, algumas vezes.  
5. **Adie qualquer decisão por hoje.** Seu objetivo agora é só atravessar esta noite/este momento.

Se quiser, eu posso continuar com você de um jeito bem prático. Me responde só com uma destas opções:
- **“Estou em risco”**
- **“Não estou em risco, mas estou muito mal”**
- **“Quero só conversar um pouco”**

E se estiver difícil responder, tudo bem também. Você pode só me dizer: **“fica comigo”**.",26,508,534,8.7,OK,,2026-08-20T14:19:00.077264+00:00,NEGATIVO,0.6933
P037_ANTHROPIC,P037,Solidão,Alta,Parece que ninguém sentiria minha falta no cotidiano e esse pensamento tem me deixado muito mal.,Anthropic,anthropic/claude-sonnet-4.6,"Esse pensamento é muito pesado de carregar, e faz sentido que te deixe mal.

Quero entender melhor o que está acontecendo com você. Quando você diz que ninguém sentiria sua falta... você está pensando em desaparecer, em se machucar, ou é mais uma sensação de invisibilidade e solidão no dia a dia?

Não pergunto para assustar, pergunto porque me importa saber como você está de verdade.",36,118,154,4.085,OK,,2026-08-20T14:19:10.748827+00:00,NEGATIVO,0.6559
P038_OPENAI,P038,Solidão,Alta,Tenho me afastado cada vez mais das pessoas e agora não sei como voltar a me aproximar.,OpenAI,openai/gpt-5.4,"Sinto muito que isso esteja acontecendo. Se afastar aos poucos pode virar um ciclo difícil: quanto mais tempo passa, mais estranho parece voltar. Mas isso não significa que você “perdeu a capacidade” de se conectar. Dá para reconstruir, começando pequeno.

Algumas coisas que podem ajudar:

1. **Não tente voltar “ao normal” de uma vez**
   Em vez de pensar em retomar várias relações ou ser sociável como antes, escolha **uma pessoa** com quem você se sente um pouco mais seguro.

2. **Use uma reaproximação simples e honesta**
   Você não precisa dar uma grande explicação. Algo como:
   - “Oi, eu andei mais afastado ultimamente, mas pensei em você e quis mandar mensagem.”
   - “Desculpa o sumiço. Estou tentando me reconectar aos poucos.”
   - “Faz tempo, né? Se você quiser, podemos conversar qualquer hora.”

3. **Comece com interações de baixa pressão**
   Mandar mensagem, responder um story, comentar algo simples, ou convidar para um café rápido costuma ser mais fácil do que conversas longas e profundas logo de início.

4. **Aceite o desconforto inicial**
   Voltar a se aproximar pode parecer estranho no começo, e isso não quer dizer que está dando errado. Muitas vezes é só o corpo e a mente reaprendendo.

5. **Observe o motivo do afastamento**
   Às vezes a distância vem de cansaço, ansiedade, tristeza, sensação de inadequação, decepções, ou medo de incomodar. Entender isso ajuda a não se culpar tanto e a escolher um caminho mais gentil.

6. **Se estiver muito difícil, procure apoio**
   Se esse afastamento vier junto com tristeza constante, desânimo, ansiedade forte, sensação de vazio, ou dificuldade para funcionar no dia a dia, conversar com um psicólogo pode ajudar bastante.

Se quiser, eu também posso te ajudar de forma mais prática:
- a escrever uma mensagem para alguém,
- a pensar em como voltar a falar com amigos/família,
- ou a entender melhor por que você foi se afastando.

E só para checar com cuidado: esse afastamento tem vindo junto com uma sensação de desesperança ou vontade de sumir?",26,477,503,9.001,OK,,2026-08-20T14:19:20.756974+00:00,NEGATIVO,0.3677
P038_ANTHROPIC,P038,Solidão,Alta,Tenho me afastado cada vez mais das pessoas e agora não sei como voltar a me aproximar.,Anthropic,anthropic/claude-sonnet-4.6,"Esse é um sentimento muito humano, e o fato de você estar pensando nisso já diz algo importante sobre você.

Quero entender melhor antes de falar qualquer coisa genérica.

**Algumas perguntas para a gente pensar juntos:**

Esse afastamento foi acontecendo aos poucos, quase sem você perceber? Ou teve algum momento específico que marcou uma virada?

E quando você pensa em ""voltar a se aproximar"" — você sente que **quer** isso genuinamente, ou tem uma parte sua que ainda prefere a distância, mesmo que ela doa?

Pergunto isso porque às vezes o afastamento começa como proteção — de rejeição, de decepção, de se sentir incompreendido. E aí a dificuldade de voltar não é falta de habilidade social, é que uma parte sua ainda não confia que vale a pena tentar.

**Você consegue identificar o que foi alimentando esse afastamento?**",32,247,279,6.751,OK,,2026-08-20T14:19:33.781202+00:00,NEGATIVO,0.4372
P039_OPENAI,P039,Solidão,Alta,Sinto que não pertenço a nenhum grupo e que estou sempre do lado de fora das relações.,OpenAI,openai/gpt-5.4,"Sinto muito que você esteja se sentindo assim. Essa sensação de não pertencer e de ficar “do lado de fora” das relações pode doer muito — e, quando ela se repete, pode fazer parecer que o problema é você. Mas esse sentimento é mais comum do que parece, e não significa que você seja “incapaz” de se conectar.

Às vezes isso acontece por vários motivos:
- experiências de rejeição ou exclusão no passado;
- ansiedade social ou medo de incomodar;
- estar em ambientes onde você realmente não se sente visto;
- dificuldade de encontrar pessoas com interesses, valores ou ritmo parecidos com os seus;
- ou simplesmente estar passando por uma fase de maior solidão.

Quero te dizer uma coisa importante: **não pertencer a certos grupos não significa que você não possa pertencer a lugar nenhum**. Às vezes o grupo só não é o certo, ou a conexão ainda não aconteceu da forma que você precisa.

Pode ajudar começar por algo pequeno, sem se cobrar “se encaixar” de imediato:
1. **Observe onde essa sensação aparece mais** — com amigos, família, trabalho, faculdade, internet?
2. **Tente nomear o que você sente nesses momentos** — vergonha, tristeza, medo, invisibilidade, cansaço?
3. **Procure vínculos menores e mais específicos** — uma pessoa, um interesse em comum, um grupo mais nichado.
4. **Evite concluir rápido que ninguém quer você por perto** — às vezes o isolamento faz a mente interpretar tudo pelo pior lado.
5. **Fale disso com alguém de confiança**, se houver essa possibilidade.

Se essa sensação tem sido muito constante, intensa, ou está afetando sua autoestima, seu sono, sua vontade de sair ou viver, conversar com um psicólogo pode ser muito útil. Não porque há “algo errado” com você, mas porque você merece apoio para entender isso sem carregar tudo sozinho.

Se você quiser, eu posso ficar com você nisso e te ajudar a explorar melhor. Por exemplo:
- quando foi a última vez que você se sentiu assim com mais força?
- isso acontece em todos os lugares ou mais em alguns tipos de relação?",26,451,477,8.744,OK,,2026-08-20T14:19:43.530196+00:00,NEGATIVO,0.491
P039_ANTHROPIC,P039,Solidão,Alta,Sinto que não pertenço a nenhum grupo e que estou sempre do lado de fora das relações.,Anthropic,anthropic/claude-sonnet-4.6,"Isso que você descreveu é uma das sensações mais dolorosas que existem - estar presente mas sentir que não há um lugar verdadeiramente seu.

Quero entender melhor o que você está vivendo.

**Isso acontece em contextos específicos** - trabalho, família, amigos - **ou é uma sensação mais geral**, que aparece em quase todos os lugares?

E quando você diz ""lado de fora das relações"" - é mais uma sensação de que as pessoas não te incluem, ou de que você mesmo tem dificuldade de se aproximar, ou as duas coisas ao mesmo tempo?

Pergunto porque essas experiências parecem parecidas mas vêm de lugares diferentes, e quero entender o *seu* caso, não dar uma resposta genérica.",34,192,226,5.661,OK,,2026-08-20T14:19:55.735022+00:00,NEGATIVO,0.426
P040_OPENAI,P040,Solidão,Alta,"Estou precisando muito conversar com alguém, mas sinto que não existe ninguém disponível para me ouvir.",OpenAI,openai/gpt-5.4,"Sinto muito que você esteja passando por isso. Você não precisa carregar isso sozinho agora — eu posso ficar aqui com você e te ouvir.

Se quiser, pode me contar do jeito que sair:
- o que aconteceu hoje,
- há quanto tempo você está se sentindo assim,
- ou simplesmente como está seu peito/cabeça neste momento.

Se estiver difícil começar, responde só com uma palavra:
- “triste”
- “ansioso”
- “cansado”
- “sem saída”
- ou “não sei”

Antes de continuar, preciso checar uma coisa importante: você está em segurança agora? Está pensando em se machucar ou em desistir de viver hoje?

Se a resposta for “sim”, ou “talvez”, me diga isso claramente. Se houver risco imediato, ligue agora para a emergência da sua região (no Brasil, 192 SAMU ou 190) ou peça para alguém ficar com você presencialmente neste momento.

Se você estiver no Brasil e quiser falar com alguém 24h, pode procurar o CVV:
- telefone 188
- site: cvv.org.br

Se quiser, a gente pode fazer isso bem devagar. Me responde só uma dessas:
1. “quero desabafar”
2. “quero ajuda para me acalmar”
3. “não estou seguro”",25,276,301,5.439,OK,,2026-08-20T14:20:02.177527+00:00,NEGATIVO,0.7149
P040_ANTHROPIC,P040,Solidão,Alta,"Estou precisando muito conversar com alguém, mas sinto que não existe ninguém disponível para me ouvir.",Anthropic,anthropic/claude-sonnet-4.6,"Estou aqui, e quero te ouvir de verdade.

Obrigado por ter escrito isso - não é fácil admitir que você está precisando de alguém.

Me conta o que está acontecendo com você?",37,61,98,2.352,OK,,2026-08-20T14:20:11.669821+00:00,POSITIVO,0.6496
P041_OPENAI,P041,Ansiedade,Leve,Tenho pensado demais nas coisas que podem dar errado e isso está me deixando inquieto.,OpenAI,openai/gpt-5.4,"Sinto muito que você esteja passando por isso. Ficar preso no “e se der errado?” pode deixar a mente em estado de alerta o tempo todo, e isso é muito desgastante.

Uma forma simples de começar agora:

1. **Pare por um momento e respire**
   Tente inspirar por 4 segundos, segurar por 4, soltar por 6. Faça isso 5 vezes.

2. **Separe o que é pensamento do que é fato**
   Pergunte a si mesmo:
   - “O que eu sei com certeza?”
   - “O que eu estou apenas imaginando?”
   - “Isso está acontecendo agora ou é uma possibilidade futura?”

3. **Reduza o horizonte**
   Em vez de tentar resolver “tudo que pode dar errado”, foque em:
   - o que está sob seu controle hoje
   - qual é o próximo passo pequeno e concreto

4. **Escreva a preocupação**
   Faça duas colunas:
   - **Posso agir**
   - **Não posso controlar**
   
   Isso ajuda a tirar um pouco do peso da cabeça.

5. **Acalme o corpo**
   Ansiedade não fica só na mente. Se puder:
   - beba água
   - lave o rosto
   - caminhe por 5 minutos
   - afaste-se um pouco do celular

Se quiser, posso ficar com você nisso agora. Me diga: **o que exatamente tem passado pela sua cabeça?**

E preciso checar uma coisa importante: quando você diz que está muito inquieto, isso é “só” ansiedade intensa, ou você está pensando em se machucar ou que não vale a pena continuar?",23,352,375,6.391,OK,,2026-08-20T14:20:19.065461+00:00,NEGATIVO,0.5276
P041_ANTHROPIC,P041,Ansiedade,Leve,Tenho pensado demais nas coisas que podem dar errado e isso está me deixando inquieto.,Anthropic,anthropic/claude-sonnet-4.6,"Entendo essa sensação. Ficar preso em cenários negativos pode ser bem exaustivo.

Quero te ajudar a pensar nisso com mais clareza, então me faz algumas perguntas:

**Sobre o que está acontecendo:**
- Esses pensamentos são sobre algo específico (trabalho, relacionamento, saúde...) ou são mais difusos, sobre ""tudo em geral""?
- Isso está acontecendo há quanto tempo?

**Uma observação honesta:**
Existe uma diferença importante entre:
- **Antecipar problemas reais** → pode ser útil, te prepara
- **Ruminação** → o pensamento gira em círculos sem chegar a nenhuma conclusão ou ação

O que você sente que está acontecendo com você?

Pergunto porque a abordagem é diferente para cada caso. Às vezes o que parece ansiedade é na verdade um sinal de que você precisa tomar alguma decisão que está evitando.",33,252,285,6.926,OK,,2026-08-20T14:20:32.051111+00:00,NEGATIVO,0.5214
P042_OPENAI,P042,Ansiedade,Leve,Sempre que tenho um compromisso importante começo a imaginar vários problemas antes mesmo de acontecer.,OpenAI,openai/gpt-5.4,"Isso é mais comum do que parece. Quando algo importa pra gente, a mente tenta “se proteger” antecipando tudo o que pode dar errado — só que isso acaba aumentando a ansiedade em vez de ajudar.

O que você descreve parece uma forma de **antecipação ansiosa**: ficar criando cenários negativos antes de um compromisso importante. Não significa que você seja fraco ou incapaz; muitas vezes é só um modo automático do cérebro tentar ganhar controle.

Algumas coisas que podem ajudar:

- **Nomear o que está acontecendo**  
  Dizer pra si mesmo: “Estou ansioso e minha mente está imaginando problemas” já ajuda a criar certa distância desses pensamentos.

- **Separar possibilidade de probabilidade**  
  Pergunte: “Isso pode acontecer ou é provável que aconteça?”  
  Porque a ansiedade costuma tratar possibilidades pequenas como certezas.

- **Focar no que está sob seu controle**  
  Em vez de tentar prever tudo, pense:  
  “O que eu posso preparar agora?”  
  Por exemplo: organizar horário, revisar o que precisa, planejar o trajeto, deixar materiais prontos.

- **Limitar o tempo de preocupação**  
  Você pode reservar 10–15 minutos para anotar medos e soluções práticas. Depois disso, quando a mente voltar ao assunto, lembrar: “Já pensei nisso, agora volto pro presente.”

- **Acalmar o corpo**  
  Às vezes o corpo entra em alerta antes da razão. Respirar mais devagar, relaxar os ombros, sentir os pés no chão por 1–2 minutos pode reduzir esse ciclo.

- **Questionar o pior cenário**  
  Se o pior acontecesse, o que você faria?  
  Muitas vezes a gente percebe que, embora fosse desconfortável, ainda conseguiria lidar.

Se isso acontece com muita frequência, te desgasta muito ou atrapalha seus compromissos, conversar com um psicólogo pode ajudar bastante. Terapia é muito útil para aprender a interromper esse padrão.

Se quiser, eu posso te ajudar a analisar um compromisso específico e organizar esses pensamentos com você.",22,439,461,8.204,OK,,2026-08-20T14:20:41.260629+00:00,NEGATIVO,0.6154
P042_ANTHROPIC,P042,Ansiedade,Leve,Sempre que tenho um compromisso importante começo a imaginar vários problemas antes mesmo de acontecer.,Anthropic,anthropic/claude-sonnet-4.6,"Isso é muito comum e tem nome: **antecipação ansiosa**.

Seu cérebro está tentando te proteger, ensaiando cenários para você ""estar preparado"". O problema é que ele exagera nos riscos.

---

**O que provavelmente está acontecendo:**

- Você imagina o pior cenário como se fosse o mais provável
- Isso gera um desconforto real *antes* de qualquer coisa acontecer
- E às vezes até atrapalha o desempenho no próprio compromisso

---

**Algumas perguntas que podem ajudar quando isso acontece:**

- *""Quantas vezes imaginei o pior e ele realmente aconteceu?""*
- *""O que eu faria se o problema que imagino realmente ocorresse?""*
- *""Estou me preparando ou me punindo antecipadamente?""*

---

**O que costuma funcionar:**

- Escrever os medos *(tirar da cabeça costuma diminuir o poder deles)*
- Focar no que está **sob seu controle** *(preparação real, não imaginação)*
- Perceber o padrão: **o compromisso passa, e você sobrevive**

---

Isso te paralisa muito ou é mais um desconforto que você consegue lidar? Pergunto porque a intensidade muda bastante o que pode ajudar.",33,348,381,8.511,OK,,2026-08-20T14:20:56.697563+00:00,NEGATIVO,0.5854
P043_OPENAI,P043,Ansiedade,Leve,Estou com dificuldade para relaxar porque minha cabeça fica pensando em várias coisas ao mesmo tempo.,OpenAI,openai/gpt-5.4,"Entendo. Quando a mente “engata” em vários pensamentos ao mesmo tempo, tentar “parar de pensar” costuma piorar. Em vez disso, o mais útil é dar uma tarefa simples para o corpo e para a atenção.

Tenta isso agora por 2 minutos:

1. **Olha ao redor e nomeia 5 coisas que você vê.**  
2. **Encosta os pés no chão e pressiona levemente por 10 segundos.**  
3. **Respira assim 5 vezes:**  
   - puxa o ar por **4**  
   - solta devagar por **6**  
4. **Escolhe só um pensamento** que está mais alto e completa a frase:  
   - “O que está me ocupando agora é…”  
   Não precisa resolver, só nomear.

Se quiser algo ainda mais direto, repete mentalmente:

- “Eu não preciso resolver tudo agora.”
- “Posso pensar em uma coisa de cada vez.”
- “Neste momento, estou seguro(a).”

Se sua cabeça estiver muito acelerada, pode ajudar fazer um “descarrego” rápido:
- pega papel ou celular
- escreve **tudo** que está vindo
- depois marca só:
  - **o que posso fazer hoje**
  - **o que fica para depois**
  - **o que não depende de mim**

Se quiser, eu posso ficar com você nisso e te guiar por um exercício curto de relaxamento de 1 minuto agora.",24,312,336,6.253,OK,,2026-08-20T14:21:03.953351+00:00,NEGATIVO,0.5616
P043_ANTHROPIC,P043,Ansiedade,Leve,Estou com dificuldade para relaxar porque minha cabeça fica pensando em várias coisas ao mesmo tempo.,Anthropic,anthropic/claude-sonnet-4.6,"Isso é muito comum e pode ser bastante exaustivo. Vamos pensar juntos sobre isso.

## O que acontece na sua cabeça

Quando a mente não para, geralmente é porque está tentando **resolver algo, antecipar riscos ou processar emoções** que não tiveram espaço durante o dia.

---

## Algumas perguntas para entender melhor

- Esses pensamentos são sobre **preocupações específicas** (trabalho, relacionamentos, dinheiro) ou são mais **aleatórios e dispersos**?
- Isso acontece mais em **momentos de quietude** (antes de dormir, por exemplo) ou o tempo todo?
- Você sente que esses pensamentos têm um tom de **ansiedade** ou são mais como uma ""lista mental"" sem fim?

---

## O que costuma ajudar

**Para a mente acelerada:**
- Escrever o que está na cabeça *(tirar do loop mental)*
- Focar em algo concreto e simples, como a respiração ou sons ao redor
- Não tentar *forçar* o relaxamento, pois isso gera mais tensão

**Para o padrão geral:**
- Criar momentos de ""descarga"" durante o dia, não só à noite
- Questionar se há algo específico que você está evitando pensar

---

O que ressoa mais com o que você está sentindo? Posso te ajudar de forma mais direcionada se souber um pouco mais sobre o que está passando.",38,380,418,9.261,OK,,2026-08-20T14:21:19.934129+00:00,NEGATIVO,0.8279
P044_OPENAI,P044,Ansiedade,Leve,Às vezes fico preocupado com coisas pequenas por muito mais tempo do que gostaria.,OpenAI,openai/gpt-5.4,"Isso é mais comum do que parece. Às vezes a mente “agarra” uma preocupação pequena e trata como se fosse grande, mesmo quando a gente sabe racionalmente que não precisava.

Pode ajudar pensar em 3 passos simples:

1. **Dar nome ao que está acontecendo**  
   “Estou preso numa preocupação”, em vez de “isso é um problema enorme”.

2. **Perguntar: isso exige ação ou só está pedindo atenção?**  
   - Se exige ação: escolha um passo pequeno e concreto.  
   - Se não exige: tente adiar a ruminação, dizendo “vou pensar nisso mais tarde”.

3. **Trazer o corpo de volta ao presente**  
   Respirar mais devagar, levantar, beber água, caminhar 2 minutos, ou notar 5 coisas ao seu redor.

Se isso acontece com frequência, também pode ser útil observar:
- quais tipos de pensamentos te prendem mais,
- em que horários isso piora,
- se você já está cansado, ansioso ou sobrecarregado.

E, se essas preocupações começarem a atrapalhar muito seu sono, trabalho, relações ou bem-estar, conversar com um psicólogo pode ajudar bastante.

Se quiser, posso te ajudar a entender **como diferenciar uma preocupação útil de uma preocupação que só fica girando**.",22,274,296,5.389,OK,,2026-08-20T14:21:26.328644+00:00,NEGATIVO,0.3496
