review_text,overall_rating
Vocês deveriam colocar todas as especificações do produto! Recebi e não consegui utilizá-lo por não saber que ele não era compatível com gás de rua!!! O site deveria passar a informação completa,1
"Produto excelente atendeu muito bem a expectativa, uma pena que atrasou a entrega em uma semana.",4
Entrega super rápida .   Parabéns pela agilidade na entrega e qualidade no produto .,5
"Achei a luz fraca, esperava mais nao ilumina como a anterior que tinha",2
"Excelente produto recomendo, potente, grande, ótimo acabamento",5
"São excelente , gostei muito , sâo pequenas como eu queri, e fortes , adorei a cor também que é bem a cor de madeira q eu gosto.",4
"Recomendo este produto pois tem durabilidade maior que outras marca, são mais baratos mais não presta não....",4
este produto é muito ruim é de um amadorismo total parece produto pirata que nem testado fio antes de ser colocado no mercado a venda,1
"Aparelho muito bom, e a americanas eta de parabéns, entrega antes do prazo e tudo correto!",5
"Ideal para comércio que trabalha com muita moeda, como no meu caso; ""uma mão na roda""!",5
"Preço justo, comprei para meu sobrinho iniciar o bege é mais bonito que o preto. Como foi outra empresa demorou mais que o costume  para chegar mas,  chegou no prazo. A americanas entrega muito rápido.",5
Muito boa igual a que eu quebrei kkkk da minha mãe...kkkkk..,5
Se precisar de um freezer de ótima qualidade e uma geladeira recomendo este produto! Dias muito quentes tive que colocar o freezer no mínimo de tão potente!!,5
"Gostei do som portátil, atende as minhas necessidades.",3
Aparelho trava é cheio de aplicativos pré instalados ... Sem palavras esperava mais ... Além da entrega confusa ... Não condiz com o que eu estou acostumado pela americanas ... Se Pudesse trocava ... Não atendeu minhas necessidades! Frustrado,2
"muuuito linda a panela e muito pratica recomendo a tudos ,",5
"Livro maravilhoso, explicado nos mínimos detalhes, imagens do passo a passo, ilustrações maravilhosa do livro. super recomendo",5
"Livro perfeito, chegou antes da data prevista o que agilizou a leitura. Apaixonada pela leitura.",5
"Produto funciona bem, como de esperado. Veio com todos os itens informados. Recomendo.",5
"Ele não é o mais potente do mercado, mas eu queria somente algo para esquentar a comida já pronta. Valeu pelo objetivo que eu tinha. Já comprei sabendo. Mas é um bom produto, com certeza!",3
"Atendeu, até o momento, às expectativas. Não travou,  de certa forma tem ótima performance e não tem muito aplicativo instalado. ótima relação custo x benefício!",4
"Produto de fácil manuseio,potente, excelente custo beneficio",5
"O suplemento não é original, os componentes do Strasize mencionado, São diferentes do original, o original faz efeito muito rápido, já o mencionado pode tomar todas cápsulas e não vai sentir mudança alguma, só enganação.",1
"excelente produto, recomendo. Produto e loja excelentes!",5
Adorei o fogão... Ele é lindo! Chegou 20 dias antes do prazo de entrega. Recomendo!,4
"Pessimo Vou ter que achar uma cama agora que combine achei que era imbutida , ta bem nao li direito mas ta mal explicado tinha de ser mais especifico ai eu tinha comprado o outro que fala da cma... errei ...",2
"Celular maravilhoso!!!! Sobre a entrega, super rápida bem antes do prazo !!! Foi entregue no 3 dia após a compra !!!!",4
"Ótimo custo e Benefício, o celular é top, câmera 100%, funções 100%, recomendo a todos.",5
"Produto excelente, compacto, e de alto desempenho.",5
Oi preciso de meu número de postagem. .E quero saber quando chega,3
este purificador nem esfria a água veio com defeito já reclamei mas não tive resposta,1
"Moderna, com controle remoto com botões de fácil manuseio, além de rápida e bonita!",5
"Gostei do produto, porém na descrição fala de puxadores de metal, como modelo ilustrado na foto, eu recebi puxadores de madeira na cor do móvel, ficou bonito, mas acho que a empresa deveria ficar mais atenta a esses detalhes e atender as especificações corretas, evitando assim do cliente ter que trocar o produto ou ficar insatisfeito!",3
"Ótima bicicleta , minha sobrinha amou... chegou na data prevista ... vendedor excelente",4
"Produto muito frágil e escorregadio, caiu do meu colo e quebrou a tela em 1 semana de uso, não acho justo pagar por um produto tão bonito e usar capinha, porém a fragilidade dele me rendeu um prejuízo que não solucionei até hoje.",1
Alcançou  mias espquitatava gostei muito  e bonito ficou muito bom no jardum de inverno valorizando muito,3
Não existe palavras suficientemente para expressar o quando esse produto é.,5
O produto deixa muito a desejar. Propaganda demais pra um produto que não supre nada das expectativas .,1
"Poderia ser mais barato, as Americanas tem condições de melhorar isso.",4
Chegou em perfeito estado o produto. Leitura agradável para qualquer idade.,4
Fornecedora e a Americanas.com não se entendem e o cliente fica sem receber o produto,1
"Achei leve, tamanho ótimo para levar nos lugares (aula e reuniões) - Cuidado porque não tem drive para colocar CD/DVD, ai para instalar programas de CD tem de baixar na rede ou por Drive externo/pen drive. Atendeu minhas necessidades.",4
"pelo preço achei um bom investimento, dar pro gasto. Pois assim nao preciso mais ir em lan house pra imprimir boletos e algumas coisa da faculdade. Observação para quem for adquirir: ela so faz impresao nao tira xerox.",3
"Produto muito bom , entrega rápida Bem oq imaginava",5
"Entrega rápida e antes da data prevista. Produto de qualidade, que atendeu minha expectativa.",4
A recepção do meu escritório ficou um luxo. O quadro é lindo e muito bem acabado. Eu recomendo sem dúvidas.,5
"Na foto de propaganda do produto, mostra que cabem 12 latas de 350 ml. O que não mostra, é que se colocarmos as 12 latas, a tampa não fecha. Além disso, comprei o produto para uma viagem, e ele chegou com  uma semana de atraso. Por isso, não pude levar na viagem.",3
"Eu recomendo o produto e a loja, depois do problema que aconteceu foi tudo resolvido muito rápido e o produto chegou certinho. O valor foi ótimo e o produto muito bom vale a pena.",5
"Comprei pela segunda vez, agora de outro modelo baseada na tabela de referencia de tamanho, nas duas vezes nao fui feliz na compra, quero devolver o produto!",2
"Excelente produto, entrega atrazou mas o produto é top.",5
"Amei!!! produto excelente com ótimo acabamento. Comprei 5 unidades, para mim, irmãs e mãe, todas adoraram e outras pessoas viram e querem comprar também. Recomendo!.",5
"Ótimo, super compacto e atendeu as expectativas, além do prazo de entrega que superou a data prevista.",5
"Excelente produto, pode comprar e ótimo preço, eu recomendo.",5
poderia melhorar no acabamento. **********************************************************************************************************************************************,3
"achei muito bom, meu filho adorou. meu filho aprendeu andar rapidinho e quando ele ligou o bluetooth para escutar as musicas enquanto andava, ficou maravilhado. EU RECOMENDO.",4
O livro chegou muito antes do esperado e em perfeito estado.,5
"Muito bom, bem sólido, tenha a certeza dos idosos, recomende este produto.",4
"Gostei muito do aparelho, busquei de todas as formas saber o máximo de informações sobre ele e uma coisa que não avisaram é que, dependendo do tamanho jogo ou aplicativo que for baixado, o mesmo consome toda a bateria, ele costuma durar 1 dia e meio, entretanto, com aplicativos pesados ele dura quase 1 dia e esquenta muito, com esses tipos de aplicativos ele esquenta mesmo sem utilizar. Nos demais quesitos, ele é muito bom.",3
"A bicicleta é linda e cheia de acessórios como a minha filha queria. Mas achei ela muito dura, bruta mesmo para criancas pequenas",2
"Comprei essa guia para minha York de 1.5 kg, não resistiu 5 minutos, a primeira puxada que a cachorrinha deu quebrou a peça da mola. Comprei pra ela caminhar no calçadão da praia, fiquei tão decepcionada que nem quis entrar em contato com a loja, joguei no lixo, não vou perder tempo em querer trocar um produto tão porcaria como esse Não comprem!!!",1
"a entrega feita não corresponde ao produto solicitado e pago, pelo contrário recebi algo  que desconheço totalmente! muito chateada e decepcionada com essa compra!",1
"A única coisa que  a perfumaria pecou, foi de não mandar a nota fiscal !! :(",5
Material de boa qualidade de durabilidade. Muito pratico para o uso do dia a dia. Funcional e ergonomia que ajudam a proteger as ferramentas .,4
Como vou avaliar um produto que não chegou? da pra vocês responderem? pois o prazo de entrega já esgotou e Não chega e vocês me pedem pra avaliar um produto que não chegou! Espero que resolvam a situação pois a fatura já chegou e já paguei Aguardo retorno!,2
"Excelente produto chegou bem rápido, Adoramos super pratica e reforçada com segurança o fundo também e inflável se a criança cair não machuca bem legal.",5
"Excelente produto, tela com imagem muito boa. Preço ótimo e exatamente como a descrição do produto.",5
"Produto, rápido, boas funcionalidades. Valeu a pena o custo benefício. Achei a tela ideal, pois estava querendo a de 10"", mas acho que iria ficar muito grande.",4
Pena que ficou muito tempo fora do mercado. Eu possuo o purificador há anos já o conhecia de longa data. O produto é ótimo. É só o que tenho a dizer.,4
"Realizei a compra de uma mesa com 6 cadeiras pelo site da Americanas e entrega pelo ciamob no dia 05/01 a data para a entrega seria hoje 23/02, porém não recebi e não tive qualquer parecer da loja.",1
"Bom produto, protege muito bem o tablet, entrega rápida.",5
carregador top super recomendo muito bom indico muito não perca tempo,5
Forjada com ouro puro de Júpiter e cabo de Baoba da ursa maior...mas Júpiter tem ouro?,5
"Produto como sempre entregue antes do prazo, parabéns americanas.com pela agilidade.",3
Excelente produto. Amei... minha bebe ficou faceira....Super recomendo.,4
"Aparelho passa longe de ser silencioso, é como ter uma geladeira das antigas no seu quarto, quando o compressor liga vc precisa aumentar um pouco a tv se for a noite e vc tiver com o volume dela mais baixo, sem falar que ele faz um apito agudo um pouco mais baixo mas constante, o suficiente para encher o saco na hora de dormir. Sem falar que ele não gela um ambiente, meu quarto tem 12 metros quadrados e ele refresca apenas o que fica na frente dele de forma direta, do contrario vc nem sente ele.",1
"produto muito bom recomendo a todos , ótima loja sempre que preciso compra nela pois tem credibilidade e responsabilidade",4
Simplesmente maravilhosooooooooooo. Ameiiiiii Entrega super rápida e antes do prazo estimado.,5
estou satisfeito tudo correto oque estava no anuncio e recomendo para outros .,5
"É um dos melhores jogos da franquia, jogar deu a mesma emoção que o dark souls 1, e vem com todas as DLCs, recomendo",5
"Quem o recebeu, está muito satisfeita com o seu desempenho. Facilidade de uso e tbm dos aplicativos",5
"Precisaria ter mais cores. Dourado, rosa, e preto é bem restritivo pra mim (apenas preto). Outros modelos tem azul, prata, branco. O preço é bom. A qualidade é excepcional.",5
"Muito Bom o Ar. Gela muito bem o ambiente, ar Gree é a melhor marca de Ar Condicionado.",5
eu comprei esse triliche amei muito bom recomendo. dura muito e ele é bem forte. comparados o outro que comprei aqui também que me dei só desgosto.mas esse é muito bom,4
"fácil de montar e tem bom acabamento. porém o tema selva não é adequado para nomear o produto, pois todos os acessórios são marinhos e a parte a de aquática do acento se destaca no produto. Mas na questão decisiva, meu filho adorou e isso que importa!",5
Corresponde todas as características e espectativas. Muito bom!,5
"Esse Notebook  NÃO TEM ENTRADA para Cartão SD/Mini SD Não tem DVD,  Não tem som Potente,  Não tem uma boa imagem (mesmo com TODOS os Drives Instalados da Nvidea, que aliás é dedicada).  E pior! Seu sistema de ventilação do Processador, aquela janelinha pra resfriar o Notebook FICA EMBAIXO (olhe na foto ali em cima), ou Seja, se vc usa ele em uma Mesa ou no colo, PROVAVELMENTE ELE VAI AQUECER e perder performance! ....talvez funcione bem voando, ai resfria melhor!!!  Eu tenho um, comprei pq confio na Marca Samsung, mas me arrependi. Enfim, se voce procura um notebook, para games leves ou softwares que exigem muito do processador, ESSA NÃO É UMA BOA OPÇÃO!!",2
"BOA NOITE. FIZ UMA COMPRA COM VCS E O PRODUTO NÃO CHEGOU NO PRAZO PQ O PROPRIETÁRIO INFORMOU QUE O PRODUTO TINHA EXTRAVIADO, MAS NO FINAL ACABOU CHEGANDO OS DOIS PRODUTOS Oq TINHA EXTRAVIADO E O OUTRO Oq  DEVO FAZER.  DESDE JÁ MUITO OBRIGADO. ESTOU NO AGUARDO DE UMA RESPOSTA.",4
"Não funciona, dinheiro jogado fora, testei em varios ponto do celular.",1
O produto atendeu satisfatoriamente as minhas necessidades e chegou dentro do prazo.,5
"Whisky original, veio no prazo, gostei e recomendo.",3
"No começo funcionou bem, apesar de não gelar muito a água. Depois de alguns dias começou a vazar na parte de baixo. Preciso agora como saber para onde devo levar o produto para trocar ou consertar e não sei como.",2
Eu mereço ter este produto só no dia do meu niver dia 19/10 Ok?? Agradeço deste já!!,3
Produto de ótima qualidade e entrega antes do prazo,5
"O quadro é lindo,mas o frete é um absurdo,98,00 sudeste. Quase o preço do quadro.",4
Produto de ótima qualidade e ainda ganhei uma pulseira de brinde :),5
Gostaria das dimensões da bolsa térmica do anúncio,3
Ótimo muito bom recomendo e entrega muita rápida........,5
"Cumpri sua função dentro do seguimento, preço justo e funciona muito bem com o Android com poucas modificações.",4
Achei muito bonito e elegante . Nao posso avaliar mais coisas pq só o tempo dirá.,4
"Uma maravilha. Superou minhas expectativas. Produto de qualidade, prático e nos deu uma comodidade que esperavamos",5
"A tv é realmente muito boa, estou satisfeito com a compra, o som poderia ser um pouco mais potente, mas nada que atrapalhe a assistir uma boa tv, para quem não for muito exigente!",4
O único ponto negativo que entrei nesse aparelho está na bateria......dura no máximo 2hr  de carga,3
"Pedi devolução. Pirata dos piores. Made in Vietnã, Todo arranhado, Sem Nota Fiscal na embalagem, caixa sem lacre. Nem testei pq fiquei com medo de explodir meu celular.",1
Eu estou aprendendo a costurar e a máquina tem uma velocidade que é mais fácil de acompanhar qdo não se tem prática. Até o momento estou adorando!,5
"Produto de péssima qualidade, e o carregador não vale 10 reais, vive dando problema e ainda quando você liga na garantia informam que se trata de um brinde e dessa forma não tem garantia, no entanto, em nenhum campo do certificado de garantia, se não quer dor de cabeça compre outro computador, uma porcaria de marca.",1
As Américanas já foi melhor para resolver estás situação.,1
"Confortável, prático e versátil! Meu bebê ficou muito tranquilo na nova cadeirinha. Eu recomendo.",4
otimo custo beneficio ate agora sem reclamações . entrega rapida e site suer seguro,5
O brinquedo é mto bonito e fácil de montar!! Mto satisfeita!!,5
"Porque não recebi nada,e no site já até confirmaram que eu recebi e aí como fico?",1
"Atende a nossa necessidade, o principal é que aquece bem rápido e possui um ótimo volume de água.",4
"Não veio com o selo da anatel, fora isso funciona normalmente",2
Entrega super rápida e eficiente. Produto excelente,5
"gostei muito do produto e de otima qualidade  gostei tambem do prazo de entrega, chegou tudo direitinho.",5
"Ótimo, fácil de montar e operar, leve e silencioso, potente, já o utilizei algumas vezes, sempre em períodos de aproximadamente 2 horas, afiei a lâmina com uma lima chata comum para enxada e está perfeito. Recomendo.",5
"Recebi o produto amassado e entrei em contato com a empresa e tive que levar o produto até a fábrica. Trocaram as partes amassadas e a parte que estava vazando gás. Continua vazando gás e não tem mais pés niveladores, porque fizeram algo errado na montagem. Muito ruim esta empresa. Péssima qualidade.",1
Rapido de manusear e atende as necessidades a que se propões. Recomendo.,5
"Minha filha amou, produto de qualidade excelente. Aconselho pra vocês comprarem para sua filha.",5
"Tive problemas com a entrega. Não recebi no endereço solicitado, porém produto bom.",4
"Entrega perfeita, dentro dos conformes, e bem antes do prazo",5
"produto chegou em bom estado e tem uma otima qualidade, gostei muito do material da mochila.",5
"demorou mas, nao foi culpa do vendedor e sim dos correios",4
Ótimo produto e preço bom! Cumpre o que promete. Água geladinha,5
"muito prático, protege de mosquitos e outros insetos, bem ventilado e muito bom para acomodar bebês e crianças pequenas, fácil de manusear e transportar.",4
NÃO CONHEÇO O PRODUTO PORQUE A LOJA ESTRELA 10 NÃO ENTREGOU O PRODUTO AINDA,1
"O produto é fácil de usar, resfria consideravelmente, é silencioso e possui filtro e reservatório removíveis, ambos fáceis de higienizar. Gostei.",5
"Produto excelente, sem complicações. Adorei e recomendo o produto.",5
Produto de boa qualidade e com um preço justo! Estou satisfeita! Agora é treinar e ver o resultado!,5
"O livro é bem ilustrado, a história é cativante, perfeito pra contar em sala de aula e incentivar os alunos à leitura.",5
Produto atendeu todas as expectativas sem contras . Americanas é  questionar excelente negociação e compra,5
"Não tem como avaliar, se não recebi o produto dentro do prazo regulamentar, ou seja decorreu mais de 30 dias e não sei aonde se encontra o produto. Estou muito insatisfeito.",1
"Chegou rápido e em perfeito estado , acompanhei o caminho todo pelo rastreamento no site . Muito bom recomendo ,   O jogo vem com alguns códigos bonus  e uma nova ilha pra explorar.",4
Numeração um pouco justa melhor um número maior q o habitual mais linda calça,4
Excelente custo benefício. É feito de material resistente e tem um bom acabamento e vem com um elástico. Adorei.,4
"Até aspira bem, porém veio com o botão on e off trocados e a luz de led nunca funcionou.",3
"Nunca aprendi a costurar nas maquinas maiores, com esta tô costurando bastante, é leve e prática.",5
não gostei muito não.... não seca a esponja do rodo... o cabo fica saindo toda hora.. uma tragédia grega...,3
"Aguardei 45 dias, após o prazo final fui informada que a PARCEIRA VAGALUME cancelou a compra, nao recomendo a compra atraves desse parceiro, durante esse tempo constava que o produto estava em transporte, sendo que nunca esteve, muita falta de comprometimento pela parte da empresa Vagalume, referente a Americanas formam prestativos diante do ocorrido.",4
De qualidade muito boa com um preço justo. Recomendo...,4
"bateria que dura o dia todo, não trava, câmera de qualidade boa com o preço acessível.",4
"após muita pesquisa, pois ficava na duvida em adquirir um produto mais caro pois se tratava da segurança do meu filho, contudo utilizo muito pouco a cadeirinha, ai pegava a duvida, foi então q achei esta e me atendeu perfeitamente, excelente custo beneficio, e tem uma boa inclinação, entrega super rápida",4
"A cristaleira é realmente muito linda pessoalmente, gostei muito e a entrega foi super rápida, chegou antes do prazo",4
Muito bom responte corretamente as espectativas.............................................................................,5
Gostei muito da fixação é boa e o preço maravilhoso,4
O tecido não é grosso mas é com otimo acabamento! Bem bonito!,4
"produto de ótima qualidade e durabilidade, entrega rápida parabéns",4
A Mangueira não presta e a Assistencia técnica não troca o produto que arrebenta quando em uso.Porcaria de produto e assistência.,1
"Produto muito bom, bem articulado e as luzes ajudam a encontrá-lo durante a noite. A única coisa ruim é que a máscara não sai, dai fica muito dificil de beijar. De resto, super recomendo.",4
"Produto de ótima qualidade, entrega rápida e acompanhamento fácil eu recomendo tanto o produto quanto a loja.",5
"Entrega feita rápida...nenhum estragado , jogo em perfeito estado !",5
"Produto de praticidade ímpar, qualidade, custo / beneficio ótimo e entrega antecipada. Recomendo!",4
"Produto em descrição aparenta ser maior, que seu tamanho real, bonito porém frágil.",2
Um mês de uso apresentou defeito de fábrica estou decepcionada,2
Produto de ótima qualidade. Dentro das expectativas,4
"Produto lindo, muito sofisticado, ficou muito bonito na minha sala, deu um up",4
"Mesmo a vedação não sendo perfeita, a quantidade e os tamanhos variados compensam. Bom para sólidos e congelados.",5
"IMAGEM MUITO BOA E SOM EXCELENTE. O PREÇO FOI RAZOÁVEL, DENTRO DO MEU ORÇAMENTO.",4
Produto de excelente qualidade a unica reclamação que faço é de que veio a cor errada pedi preto e veio vermelho mais apesar disso gostei mesmo assim.,5
"Ótimo celular com boa capacidade, velocidade e tamanho de tela. Mesmo sendo OLED, a qualidade da tela não é a mesma do J510. As fotos da Selfie no modo ""profundidade"" é excelente. Comprei por isso.",4
"Produto de ótima qualidade, e chegou antes do prazo estabelecido. Super recomendo....Americanas a melhor!",5
Produto muito bom e recomendo a loja pois chegou bem antes do esperado,4
"Produto chegou em excelente estado, a mesa é simplesmente linda e fácil de montar",5
"Os óculos DRAGON é show, além de bonito é resistente e fica lindo no rosto, vou comprar outro de outra cor do mesmo modelo.",5
"Muito prático de usar para homens solteiros, sem mulheres, assim você pode fazer um arroz gostosinho bem sozinho !!!!  Não queima, não torra e ainda fica quentinho. Recomendo o produto",5
"O meu controle foi enviado com a caixa totalmente aberta na parte de baixo, ou seja, não veio lacrado, e ainda por cima está falhando depois de um tempo jogando ele desliga sozinho! Nunca mais vou comprar nada nessa loja Utildecor, não é de confiança!",1
Caixa térmica de ótima qualidade. Tamanho ideial para levar em qualquer lugar que você esteja reunido com poucos amigos. Capacidade de 24 latinhas de 269ml.,4
"Multifuncional muito boa, apesar de estar com ela a pouco tempo. Podem comprar que vale a pena!",4
"Produto excelente com custo que cabe no bolso, melhor aquisição!",4
"Gostei muito! Deixou meu cabelo super liso e com muito brilho. E a entrega foi rápida. Recomendo, e  para quem tem frizz como no meu caso ajudou muuuuuito!",5
"Não tem como saber se é bom pois ainda não recebi o produto, isso que seria até o dia 19/12 pra realizarem a entrega",1
"Cadeira muito boa e chegou antes do prazo, parabéns as lojas Americanas",5
Gostei muito do produto! Tecido otimo! Super recomendo,4
"Atendimento excelente!  Entrega rápida e ágil  Produto Excelente, com certeza farei mais Compras do mesmo!",5
"Celular simples e bom, entrega rapida. Recomendo...",4
"produto muito bom, excelente compra. a entrega foi bem rápida, loja de parabéns.",5
chegou com defeito estou aguardando resolução  ela nao liga acende a luz vermelha mas nao liga estou aguardando resolução porque nao vou ficar com produto com defeito,1
"comprei pensando que ficaria igual ao desenho mas nao ficou a minha tv  e de 39 pol.tive que montar as astes diferente do desenho e ate agora nao achi o nivel certo,me arrependi",3
Super recomendo produto de ótima qualidade.muito bom mesmo.entrega super rápida.,5
"estou decepcionada com a entrega,ja que comprei a mercadoria visando a data da entrega que seria de 5 a 7 dias,e agora dois dias depois entrei para ver status da minha entrega esta previsto para 03/04/18 e agora esta 04/04/18 ,ja que a data limite é hoje 27/03/18 ,triste isto pois sou cliente da loja justamente pela entrega rapida,e procurei comprar um produto que é entregue pela americanas,que triste isto.comprei minha tv pois a minha queimou ,estou sem tv .vamos agilizar isto para continuar mantendo a satisfação desta cliente que vós digita.sobre o produto como disse não tem como falar ainda!",2
"QUASE CAI EM UMA FRAUDE, SORTE QUE LIGUEI NO TELEVENDAS, ELA ESTAVA POR 925,00, DEVE SER POR ISSO QUE ALGUNS NÃO ESTÃO RECEBENDO... CUIDADO PESSOAL... O LINK SE TIVER WWW33.AMERICANAS CUIDADO, O BANCO VEM COMO AGIBANKÉ FALSO O VERDADEIRO É BANCO DO BRASIL...",3
"Muito bom, as crianças divertem-se muito e aprendem também",4
Atingiu minhas expectativas! Espaçoso! Simples de manusear no caso de temperatura.,5
"Não gostei do produto, na foto produto parece ser mais grosso, fica caindo da cama toda hora, pois é muito fininho.",1
"gostei muito do produto, chegou tudo certo no prazo de entrega combinado, site confiante. estão de parabéns toda equipe de vendas e entrega do produto.",5
gostei muito do produto  chegou rapido  exelente recomento,5
"Gostei muito do colchão, mas o que mais gostei é que a entrega foi muiiito rápida.Chegou em menos de uma semana.",4
"PRODUTO EXCELENTE,BOM PREÇO, ENTREGA RÁPIDA E DENTO DO PRAZO.",5
A AMERICANA SÓ DEVERIA ANALISAR MAIS SEUS PARCEIROS.. TIVE MAIOR DOR DE CABEÇA COM A ENTREGA DO PRODUTO. QUASE CANCELEI A COMPRA. TIRANDO ISSO FOI TUDO TRANQUILO.,4
"AMERICANA, COMO SEMPRE ANTECIPADALÍSSIMA, PARABÉNS!!!!",5
"Sou usuário de IPhone desde a versão 4. Troquei um 7 neste 8 plus e a câmera e a duração da bateria são surpreendentes e excepcionais. O tamanho e o peso para quem sai do normal para o plus causa um pouco de estranhamento no início, mas se acostuma rápido bem rápido.   Extremamente recomendado.",5
"Produto de acordo com as características anunciadas, atendeu bem as expectativas",5
Não  E igual  a Foto não  tem lugar para o microondas !,3
O produto não foi entregue até a presente data. Como avaliar o que não existe?,1
"Atende a  todas as minhas necessidades . Celular muito bom. Além de ser um aparelho bonito. Bateria com ótima duração, além de não demorar para carregar.",5
"Atendeu minhas espectativas é rápido,leve e bonito.",4
"Recebi o smartphone com um botão frouxo, veio de fábrica, estava lacrado. Infelizmente  aconteceu.  Mas eu não  desisti. Fui às lojas americanas próximas  à  minha casa e lá  me orientaram para proceder com a troca. Fui muito bem atendida e em uma semana chegou o meu novo smartphone! Estou muito feliz com meu novo aparelho, pois além  da qualidade de primeira, consegui o mesmo numa promoção, a qual já  não  tem mais nem aqui e em lugar nenhum que pesquisei pela internet. Obrigada Lojas Americanas!!",5
"Perfeita. O tamanho não é muito grande, mas o som e a imagem ótimos.Tecla exclusiva para Netflix, que funciona perfeitamente. Youtube perfeito também. Sintonia dos canais digitais ótima também. Produto com excelente custo-benefício. Comprei porque já tinha outra tv LG e conhecia a qualidade. Super recomendo.",5
Excelente produto bem embalado e acabamento perfeito. Valeu...,5
"Um ótimo produto e entregue antes do prazo , sempre compro nas Lojas Americanas , recomento 100%",5
"Produto conforme esperado, fiquei muto satisfeito, material de qualidade, o colchão poderia ser mais macio, mas no geral estou satisfeito, recomendo.",4
"Além de lindo, funcional é muito fácil de configurar, chegou rápido. Gostei bastante.",4
"Bom dia, Não posso dizer nada sobre ele, pois o parceiro de vocês dois dias antes do produto chegar avisou que não tinha em estoque, sendo assim fui viajar sem o produto que comprei.",1
"Essa progressiva é um sonho,alisa sim cabelos crespos com eficácia e sem cheiro, deixa os cabelos com um brilho intenso,hidratação mega e efeito natural.",5
Celular com otimo designer e bateria duradoura! Como uso a pouco tempo nao cheguei a usar todos os programas dele. Estou muito satisfeita e principalmente com a americanas que entregou meu produto antes do prazo (em apenas 2 dias) e em perfeitas condições.,5
"Ótimo, gostei bastante. Recomendo para outros clientes.",4
eu não recebi essa droga de produto e ficam me perguntando o que achei. Eu acho é melhor me entregarem logo isso sim.........................,1
"Bom produto, preço justo. Estou utilizando para fazer barba a seco, e estou gostando muito. Este já é o segundo barbeador elétrico Philips que eu tenho.  Mufold.",5
TEM Livro - Bíblia Thompson Dois Tons Italiano - Azul e Cinza (Borda Dourada) COM A LETRA GRANDE? AGUARDAREI A SUA RESPOSTA,3
"encaixes são firmes não solta igual dos aspiradores de mangueira,ele fica em  pe sem precisar encostar em nada,pega cabelo,pó graos,ótima sucção.tem gente que fala que ele esquenta rápido e desliga, é pq não sabem usar,o segredo é vc ficar atento no compartimento preto ,se tiver com muita sujeira cobrindo o filtro ,vc para pega uma sacolinha e esvazia ele e volta a aspirar.filtro e peças de fácil limpeza somente agua e escova e o filtro fica limpo.",5
"Atrasou entrega não  tive retorno da MMPLACE   , tive que comunicar as AMERICANAS e aí tive retorno , mas tive que negociar novo prazo , era pra chegar dia 07/03 e hoje dia 21/03 ainda está a caminho",2
"Produto de boa qualidade, porém muita demora para entrega.",4
"O depilador é muito bom,o massageador e o esfoliante maravilhosos,nao é pesado,estou adorando",4
HOJE  É 10 DE JANEIRO DE 2018 E O PRODUTO  CHEGOU. ADIANTADO DO ÇRAZO PROMETIDO.,3
"calculadora manual casio, bonita, moderna e fácil manuseio.",3
"òtimo produto, chegou dentro do tempo combinado e totalmente lacrado.",4
"Não trava, bateria dura muito e carrega rápido. Só não gostei que ele é blindado. Não tem como abrir.",5
O aparelho não atendeu as minhas expectativas. O produto não esquenta bem!,2
"mENOS DE UM MÊS QUE COMPREI E JÁ PIFOU O MONITOR DE VELOCIDADE E RACHOU A BASE ,SENDO QUE DIZ QUE ÉINDICADO PRA ATÉ 100 KG E MEU FILHO QUE USA TEM 70 KG.aLÉM DE SER MUITO PEQUENA E BARULHENTA",1
minha sobrinha de 3 anos adorou! acho que vai durar bastante por conta da regulagem de altura,5
Não dá pra ficar sem um bom travesseiro e a entrega foi rápida mas que o esperado.,3
Fiz o pedido  08/03/18 e chegou antes do previsto  o top game,3
Uma boa aquisição para a oportunidade na qual encontrei-me para adquirir um produto de boa qualidade.,4
Parabéns pela agilidade na entrega e qualidade no produto .,5
"Eu já possuo o produto e é excelente ! Porem nessa compra a Americanas cancelou o meu pedido sem dar satisfação, depois de exceder o prazo de entrega e ainda me causou transtorno, pois o cancelamento na financeira do cartão é após 30 dias e vou ter que pagar o valor na fatura e só vou ser ressarcida na próxima! Recomendo o produto, a loja NÃO!",4
"Super recomendo, produto super qualificado,gostei muito.. americanas tá d parabéns chegou adiantado..",5
"recomendo a todos ,pois ótimo para venda e logística",5
"Em primeiro lugar, quero agradecer as Lojas Americanas pela entrega antes do prazo previsto, muito ágil. O Smartphone Samsung J5 Pro é ótimo, rápido com um cota core. Não  trava memória  interna de 32 GB,acessa Internet com facilidade. Gostei muito eu recomendo.",5
"Excelente, demorou a ser entregue. Mas foi praticamente dentro do prazo. Mas a fonte é realmente boa. Valeu",5
Cumpre o que promete. Funciona melhor com um kit Play&Charge de 58k mAh+ O Controle é Original Microsoft,5
"Bom produto. Porém,os queimadores poderiam ser melhor.",3
"Ótimo livro, gostei muito. esse comprei para dar de presente para minha tia.",5
"O celular é ótimo, não deixa a desejar, muito bom mesmo",5
"Americanas como sempre entregando rápido, chegou antes do prazo informado. Instalei a impressora e ela funcionou perfeitamente, é só seguir o passo a passo certinho que dá certo gente rs até o momento estou muito satisfeita com a compra.",4
